Category,City,Country,Customer Name,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Days to Ship Actual,Days to Ship Scheduled,Discount,Number of Records,Profit,Profit Ratio,Quantity,Sales,Sales Forecast,Sales per Customer
Office Supplies,Springfield,United States,Robert Waldorf,11/9/2014,CA-2014-110905,65807,Acco 6 Outlet Guardian Standard Surge Suppressor,Central,Consumer,16/9/2014,Second Class,Missouri,Appliances,5,3,0,1,7,0.3,2,24,32,24.18
Office Supplies,Springfield,United States,Robert Waldorf,11/9/2014,CA-2014-110905,65807,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Central,Consumer,16/9/2014,Second Class,Missouri,Appliances,5,3,0,1,15,0.43,3,34,45,33.99
Office Supplies,Springfield,United States,Robert Waldorf,11/9/2014,CA-2014-110905,65807,3M Organizer Strips,Central,Consumer,16/9/2014,Second Class,Missouri,Binders,5,3,0,1,8,0.48,3,16,21,16.2
Office Supplies,Springfield,United States,Robert Waldorf,11/9/2014,CA-2014-110905,65807,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Central,Consumer,16/9/2014,Second Class,Missouri,Binders,5,3,0,1,7,0.48,3,14,18,13.71
Office Supplies,Springfield,United States,Robert Waldorf,11/9/2014,CA-2014-110905,65807,Xerox 1970,Central,Consumer,16/9/2014,Second Class,Missouri,Paper,5,3,0,1,12,0.47,5,25,33,24.9
Office Supplies,Springfield,United States,Robert Waldorf,11/9/2014,CA-2014-110905,65807,Fellowes Stor/Drawer Steel Plus Storage Drawers,Central,Consumer,16/9/2014,Second Class,Missouri,Storage,5,3,0,1,17,0.06,3,286,375,286.29
Office Supplies,Chicago,United States,Skye Norling,11/9/2014,CA-2014-152093,60653,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Central,Home Office,16/9/2014,Standard Class,Illinois,Binders,5,6,0.8,1,-1144,-1.5,3,763,999,762.59
Technology,Springfield,United States,Robert Waldorf,11/9/2014,CA-2014-110905,65807,Imation Clip USB flash drive - 8 GB,Central,Consumer,16/9/2014,Second Class,Missouri,Accessories,5,3,0,1,7,0.06,6,113,148,112.8
Technology,Springfield,United States,Robert Waldorf,11/9/2014,CA-2014-110905,65807,Logitech G105 Gaming Keyboard,Central,Consumer,16/9/2014,Second Class,Missouri,Accessories,5,3,0,1,53,0.18,5,297,389,296.85
Technology,Naperville,United States,Linda Cazamias,11/9/2014,CA-2014-120999,60540,Panasonic Kx-TS550,Central,Corporate,16/9/2014,Standard Class,Illinois,Phones,5,6,0.2,1,17,0.113,4,147,193,147.17
Technology,Springfield,United States,Helen Abelman,11/9/2014,CA-2014-123036,45503,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,East,Consumer,18/9/2014,Standard Class,Ohio,Accessories,7,6,0.2,1,9,0.238,4,37,49,37.06
Technology,Springfield,United States,Helen Abelman,11/9/2014,CA-2014-123036,45503,Cisco IP Phone 7961G-GE VoIP phone,East,Consumer,18/9/2014,Standard Class,Ohio,Phones,7,6,0.4,1,-56,-0.217,2,260,341,259.9
Furniture,Seattle,United States,Jennifer Ferguson,12/9/2014,US-2014-142188,98105,Office Star - Contemporary Task Swivel Chair,West,Consumer,12/9/2014,Same Day,Washington,Chairs,0,0,0.2,1,9,0.05,2,178,233,177.57
Furniture,San Francisco,United States,Cassandra Brandow,12/9/2014,CA-2014-144484,94110,"6"" Cubicle Wall Clock, Black",West,Consumer,12/9/2014,Same Day,California,Furnishings,0,0,0,1,12,0.36,4,32,42,32.36
Office Supplies,San Francisco,United States,Cassandra Brandow,12/9/2014,CA-2014-144484,94110,Kensington 4 Outlet MasterPiece Compact Power Control Center,West,Consumer,12/9/2014,Same Day,California,Appliances,0,0,0,1,114,0.28,5,407,533,406.6
Office Supplies,Seattle,United States,Jennifer Ferguson,12/9/2014,US-2014-142188,98105,Ibico Ibimaster 300 Manual Binding System,West,Consumer,12/9/2014,Same Day,Washington,Binders,0,0,0.2,1,460,0.313,5,1472,1929,1471.96
Office Supplies,Seattle,United States,Jennifer Ferguson,12/9/2014,US-2014-142188,98105,Xerox 1894,West,Consumer,12/9/2014,Same Day,Washington,Paper,0,0,0,1,34,0.48,11,71,93,71.28
Office Supplies,Seattle,United States,Jennifer Ferguson,12/9/2014,US-2014-142188,98105,Xerox 225,West,Consumer,12/9/2014,Same Day,Washington,Paper,0,0,0,1,9,0.48,3,19,25,19.44
Technology,Seattle,United States,Jennifer Ferguson,12/9/2014,US-2014-142188,98105,iOttie XL Car Mount,West,Consumer,12/9/2014,Same Day,Washington,Phones,0,0,0.2,1,-18,-0.225,5,80,105,79.96
Furniture,Jacksonville,United States,Ryan Crowe,12/9/2014,CA-2014-112774,32216,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",South,Consumer,13/9/2014,First Class,Florida,Furnishings,1,1,0.2,1,6,0.175,1,35,45,34.5
Furniture,Long Beach,United States,Karen Ferguson,12/9/2014,CA-2014-149559,90805,Hon Pagoda Stacking Chairs,West,Home Office,13/9/2014,Same Day,California,Chairs,1,0,0.2,1,257,0.125,8,2054,2692,2054.27
Office Supplies,Long Beach,United States,Karen Ferguson,12/9/2014,CA-2014-149559,90805,#10 Self-Seal White Envelopes,West,Home Office,13/9/2014,Same Day,California,Envelopes,1,0,0,1,11,0.49,2,22,29,22.18
Office Supplies,Long Beach,United States,Karen Ferguson,12/9/2014,CA-2014-149559,90805,Xerox 1996,West,Home Office,13/9/2014,Same Day,California,Paper,1,0,0,1,6,0.48,2,13,17,12.96
Office Supplies,Chicago,United States,Helen Andreada,12/9/2014,CA-2014-117044,60623,Acco Hot Clips Clips to Go,Central,Consumer,14/9/2014,Second Class,Illinois,Fasteners,2,3,0.2,1,3,0.313,4,11,14,10.53
Office Supplies,Chicago,United States,Helen Andreada,12/9/2014,CA-2014-117044,60623,Xerox 1927,Central,Consumer,14/9/2014,Second Class,Illinois,Paper,2,3,0.2,1,6,0.313,6,21,27,20.54
Office Supplies,Georgetown,United States,Shahid Shariari,12/9/2014,CA-2014-127726,40324,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",South,Consumer,14/9/2014,Second Class,Kentucky,Appliances,2,3,0,1,51,0.26,4,196,256,195.68
Office Supplies,Georgetown,United States,Shahid Shariari,12/9/2014,CA-2014-127726,40324,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",South,Consumer,14/9/2014,Second Class,Kentucky,Fasteners,2,3,0,1,7,0.47,4,14,19,14.2
Office Supplies,Santa Ana,United States,Ken Heidel,12/9/2014,CA-2014-166898,92704,Xerox 192,West,Corporate,14/9/2014,Second Class,California,Paper,2,3,0,1,9,0.48,3,19,25,19.44
Technology,Santa Ana,United States,Ken Heidel,12/9/2014,CA-2014-166898,92704,OtterBox Defender Series Case - Samsung Galaxy S4,West,Corporate,14/9/2014,Second Class,California,Phones,2,3,0.2,1,18,0.125,6,144,189,143.95
Office Supplies,Richmond,United States,Cassandra Brandow,12/9/2014,US-2014-152898,23223,Hoover Commercial SteamVac,South,Consumer,16/9/2014,Standard Class,Virginia,Appliances,4,6,0,1,20,0.3,5,68,89,67.9
Office Supplies,Columbus,United States,Daniel Byrd,12/9/2014,CA-2014-124898,31907,Xerox 1935,South,Home Office,16/9/2014,Standard Class,Georgia,Paper,4,6,0,1,85,0.46,7,185,242,184.66
Furniture,Houston,United States,Cindy Chapman,12/9/2014,US-2014-160836,77070,Bevis Round Conference Table Top & Single Column Base,Central,Consumer,17/9/2014,Standard Class,Texas,Tables,5,6,0.3,1,-66,-0.129,5,512,671,512.19
Office Supplies,Houston,United States,Cindy Chapman,12/9/2014,US-2014-160836,77070,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Central,Consumer,17/9/2014,Standard Class,Texas,Appliances,5,6,0.8,1,-4,-2.7,2,2,2,1.56
Office Supplies,Houston,United States,Cindy Chapman,12/9/2014,US-2014-160836,77070,Xerox 1953,Central,Consumer,17/9/2014,Standard Class,Texas,Paper,5,6,0.2,1,3,0.313,3,10,13,10.27
Furniture,Los Angeles,United States,Jessica Myrick,13/9/2014,CA-2014-103611,90036,"Eldon Image Series Desk Accessories, Burgundy",West,Consumer,16/9/2014,First Class,California,Furnishings,3,1,0,1,3,0.36,2,8,11,8.36
Office Supplies,Baltimore,United States,Bart Folk,13/9/2014,CA-2014-140676,21215,Fellowes Basic Home/Office Series Surge Protectors,East,Consumer,16/9/2014,First Class,Maryland,Appliances,3,1,0,1,26,0.29,7,91,119,90.86
Office Supplies,Baltimore,United States,Bart Folk,13/9/2014,CA-2014-140676,21215,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",East,Consumer,16/9/2014,First Class,Maryland,Paper,3,1,0,1,20,0.5,5,40,52,39.9
Office Supplies,Baltimore,United States,Bart Folk,13/9/2014,CA-2014-140676,21215,Xerox 1939,East,Consumer,16/9/2014,First Class,Maryland,Paper,3,1,0,1,46,0.48,5,95,124,94.85
Office Supplies,Woonsocket,United States,Don Jones,13/9/2014,CA-2014-108749,2895,Aluminum Screw Posts,East,Corporate,16/9/2014,First Class,Rhode Island,Binders,3,1,0,1,23,0.5,3,46,60,45.78
Office Supplies,Woonsocket,United States,Don Jones,13/9/2014,CA-2014-108749,2895,Xerox 209,East,Corporate,16/9/2014,First Class,Rhode Island,Paper,3,1,0,1,22,0.48,7,45,59,45.36
Office Supplies,Los Angeles,United States,John Murray,13/9/2014,US-2014-109582,90036,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",West,Consumer,18/9/2014,Second Class,California,Paper,5,3,0,1,80,0.48,3,166,218,166.44
Office Supplies,Asheville,United States,Speros Goranitis,14/9/2014,CA-2014-139493,28806,Fluorescent Highlighters by Dixon,South,Consumer,20/9/2014,Standard Class,North Carolina,Art,6,6,0.2,1,3,0.175,5,16,21,15.92
Office Supplies,Orange,United States,Liz Thompson,15/9/2014,CA-2014-147725,7050,Boston Home & Office Model 2000 Electric Pencil Sharpeners,East,Consumer,15/9/2014,Same Day,New Jersey,Art,0,0,0,1,18,0.26,3,71,93,70.95
Furniture,Philadelphia,United States,Pamela Stobb,15/9/2014,CA-2014-156237,19140,Office Star - Ergonomically Designed Knee Chair,East,Consumer,16/9/2014,First Class,Pennsylvania,Chairs,1,1,0.3,1,-29,-0.257,2,113,149,113.37
Furniture,Philadelphia,United States,Pamela Stobb,15/9/2014,CA-2014-156237,19140,Tensor Track Tree Floor Lamp,East,Consumer,16/9/2014,First Class,Pennsylvania,Furnishings,1,1,0.2,1,5,0.038,8,128,168,127.94
Office Supplies,Philadelphia,United States,Pamela Stobb,15/9/2014,CA-2014-156237,19140,Aluminum Screw Posts,East,Consumer,16/9/2014,First Class,Pennsylvania,Binders,1,1,0.7,1,-12,-0.667,4,18,24,18.31
Office Supplies,Philadelphia,United States,Pamela Stobb,15/9/2014,CA-2014-156237,19140,GBC Instant Report Kit,East,Consumer,16/9/2014,First Class,Pennsylvania,Binders,1,1,0.7,1,-3,-0.667,2,4,5,3.88
Technology,Philadelphia,United States,Pamela Stobb,15/9/2014,CA-2014-156237,19140,Lexmark MarkNet N8150 Wireless Print Server,East,Consumer,16/9/2014,First Class,Pennsylvania,Machines,1,1,0.7,1,-169,-0.7,2,241,316,241.17
Technology,Philadelphia,United States,Pamela Stobb,15/9/2014,CA-2014-156237,19140,Ricoh - Ink Collector Unit for GX3000 Series Printers,East,Consumer,16/9/2014,First Class,Pennsylvania,Machines,1,1,0.7,1,-18,-1.433,1,13,16,12.59
Furniture,New York City,United States,Roger Barcio,15/9/2014,CA-2014-152975,10035,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",East,Home Office,17/9/2014,First Class,New York,Chairs,2,1,0.1,1,-7,-0.011,5,589,772,589.41
Office Supplies,New York City,United States,Roger Barcio,15/9/2014,CA-2014-152975,10035,Bulldog Table or Wall-Mount Pencil Sharpener,East,Home Office,17/9/2014,First Class,New York,Art,2,1,0,1,9,0.29,5,30,39,29.95
Office Supplies,New York City,United States,Roger Barcio,15/9/2014,CA-2014-152975,10035,Sensible Storage WireTech Storage Systems,East,Home Office,17/9/2014,First Class,New York,Storage,2,1,0,1,4,0.05,1,71,93,70.98
Technology,New York City,United States,Roger Barcio,15/9/2014,CA-2014-152975,10035,Wilson SignalBoost 841262 DB PRO Amplifier Kit,East,Home Office,17/9/2014,First Class,New York,Phones,2,1,0,1,324,0.3,3,1080,1415,1079.85
Office Supplies,Jackson,United States,Tracy Blumstein,15/9/2014,CA-2014-114440,49201,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Central,Consumer,18/9/2014,Second Class,Michigan,Paper,3,3,0,1,9,0.46,3,19,25,19.05
Office Supplies,Raleigh,United States,Dorothy Badders,15/9/2014,CA-2014-115882,27604,3.6 Cubic Foot Counter Height Office Refrigerator,South,Corporate,18/9/2014,First Class,North Carolina,Appliances,3,1,0.2,1,94,0.1,4,943,1235,942.78
Office Supplies,Raleigh,United States,Dorothy Badders,15/9/2014,CA-2014-115882,27604,Xerox 1988,South,Corporate,18/9/2014,First Class,North Carolina,Paper,3,1,0.2,1,23,0.313,3,74,97,74.35
Office Supplies,Los Angeles,United States,Joy Bell-,15/9/2014,US-2014-157224,90045,Avery 48,West,Consumer,19/9/2014,Second Class,California,Labels,4,3,0,1,26,0.46,9,57,74,56.7
Office Supplies,New York City,United States,Henia Zydlo,15/9/2014,CA-2014-108931,10024,Xerox 1980,East,Consumer,20/9/2014,Standard Class,New York,Paper,5,6,0,1,4,0.45,2,9,11,8.56
Office Supplies,New York City,United States,Henia Zydlo,15/9/2014,CA-2014-108931,10024,Xerox 1987,East,Consumer,20/9/2014,Standard Class,New York,Paper,5,6,0,1,6,0.49,2,12,15,11.56
Technology,Springfield,United States,Craig Yedwab,15/9/2014,CA-2014-130302,45503,Logitech Wireless Gaming Headset G930,East,Corporate,20/9/2014,Standard Class,Ohio,Accessories,5,6,0.2,1,190,0.213,7,896,1174,895.94
Furniture,Everett,United States,Carl Ludwig,16/9/2014,CA-2014-121888,2149,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",East,Consumer,18/9/2014,Second Class,Massachusetts,Bookcases,2,3,0,1,204,0.26,3,783,1026,782.94
Furniture,San Francisco,United States,Christopher Schild,16/9/2014,CA-2014-127096,94109,Bretford Rectangular Conference Table Tops,West,Home Office,18/9/2014,Second Class,California,Tables,2,3,0.2,1,11,0.038,1,301,394,300.9
Office Supplies,Everett,United States,Carl Ludwig,16/9/2014,CA-2014-121888,2149,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",East,Consumer,18/9/2014,Second Class,Massachusetts,Art,2,3,0,1,7,0.4,2,16,21,16.28
Office Supplies,Everett,United States,Carl Ludwig,16/9/2014,CA-2014-121888,2149,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,East,Consumer,18/9/2014,Second Class,Massachusetts,Binders,2,3,0,1,116,0.48,7,242,318,242.48
Office Supplies,Salt Lake City,United States,Doug O'Connell,16/9/2014,CA-2014-165008,84106,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",West,Consumer,18/9/2014,Second Class,Utah,Binders,2,3,0.2,1,107,0.363,9,295,387,295.06
Technology,Chicago,United States,Dave Brooks,16/9/2014,CA-2014-132353,60653,Avaya 5420 Digital phone,Central,Consumer,18/9/2014,First Class,Illinois,Phones,2,1,0.2,1,20,0.063,3,324,425,323.98
Technology,Everett,United States,Carl Ludwig,16/9/2014,CA-2014-121888,2149,GE DSL Phone Line Filter,East,Consumer,18/9/2014,Second Class,Massachusetts,Phones,2,3,0,1,12,0.29,1,40,52,39.99
Furniture,San Francisco,United States,Rick Duston,16/9/2014,US-2014-116652,94122,"Leather Task Chair, Black",West,Consumer,20/9/2014,Standard Class,California,Chairs,4,6,0.2,1,0,0,3,218,286,218.35
Furniture,San Francisco,United States,Rick Duston,16/9/2014,US-2014-116652,94122,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",West,Consumer,20/9/2014,Standard Class,California,Furnishings,4,6,0,1,106,0.2,5,530,694,529.9
Furniture,Lakewood,United States,Theresa Coyne,16/9/2014,CA-2014-124205,8701,SAFCO Folding Chair Trolley,East,Corporate,20/9/2014,Standard Class,New Jersey,Chairs,4,6,0,1,144,0.28,4,513,672,512.96
Furniture,Lakewood,United States,Theresa Coyne,16/9/2014,CA-2014-124205,8701,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",East,Corporate,20/9/2014,Standard Class,New Jersey,Furnishings,4,6,0,1,19,0.4,5,47,62,47.4
Furniture,New York City,United States,Meg O'Connel,16/9/2014,CA-2014-163020,10009,"Master Caster Door Stop, Brown",East,Home Office,20/9/2014,Standard Class,New York,Furnishings,4,6,0,1,12,0.34,7,36,47,35.56
Office Supplies,Houston,United States,Charles Crestani,16/9/2014,CA-2014-146185,77095,Prismacolor Color Pencil Set,Central,Consumer,20/9/2014,Standard Class,Texas,Art,4,6,0.2,1,8,0.263,2,32,42,31.74
Office Supplies,San Francisco,United States,Rick Duston,16/9/2014,US-2014-116652,94122,Belkin 5 Outlet SurgeMaster Power Centers,West,Consumer,20/9/2014,Standard Class,California,Appliances,4,6,0,1,31,0.28,2,109,143,108.96
Office Supplies,San Francisco,United States,Rick Duston,16/9/2014,US-2014-116652,94122,Peel-Off China Markers,West,Consumer,20/9/2014,Standard Class,California,Art,4,6,0,1,42,0.42,10,99,130,99.3
Office Supplies,San Francisco,United States,Rick Duston,16/9/2014,US-2014-116652,94122,Cardinal Poly Pocket Divider Pockets for Ring Binders,West,Consumer,20/9/2014,Standard Class,California,Binders,4,6,0.2,1,1,0.313,1,3,4,2.69
Office Supplies,Houston,United States,Brenda Bowman,16/9/2014,CA-2014-130043,77070,Xerox 1897,Central,Corporate,20/9/2014,Standard Class,Texas,Paper,4,6,0.2,1,12,0.363,8,32,42,31.87
Office Supplies,Lakewood,United States,Theresa Coyne,16/9/2014,CA-2014-124205,8701,"Contico 72""H Heavy-Duty Storage System",East,Corporate,20/9/2014,Standard Class,New Jersey,Storage,4,6,0,1,0,0,2,82,107,81.96
Technology,Lakewood,United States,Theresa Coyne,16/9/2014,CA-2014-124205,8701,Plantronics 81402,East,Corporate,20/9/2014,Standard Class,New Jersey,Phones,4,6,0,1,103,0.26,6,396,519,395.94
Office Supplies,Lebanon,United States,Alan Barnes,16/9/2014,CA-2014-145737,37087,Xerox 1893,South,Consumer,21/9/2014,Standard Class,Tennessee,Paper,5,6,0.2,1,59,0.363,5,164,215,163.96
Office Supplies,Seattle,United States,Gene McClure,16/9/2014,CA-2014-134418,98103,BIC Brite Liner Highlighters,West,Consumer,21/9/2014,Standard Class,Washington,Art,5,6,0,1,5,0.42,3,12,16,12.42
Furniture,Los Angeles,United States,Erica Smith,16/9/2014,US-2014-163300,90049,Global Deluxe Steno Chair,West,Consumer,22/9/2014,Standard Class,California,Chairs,6,6,0.2,1,-21,-0.113,3,185,242,184.75
Office Supplies,Los Angeles,United States,Erica Smith,16/9/2014,US-2014-163300,90049,GBC DocuBind 200 Manual Binding Machine,West,Consumer,22/9/2014,Standard Class,California,Binders,6,6,0.2,1,884,0.375,7,2357,3089,2357.49
Office Supplies,Waterbury,United States,Dean percer,16/9/2014,CA-2014-139822,6708,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,East,Home Office,22/9/2014,Standard Class,Connecticut,Storage,6,6,0,1,11,0.28,2,39,51,38.62
Technology,Los Angeles,United States,Erica Smith,16/9/2014,US-2014-163300,90049,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,West,Consumer,22/9/2014,Standard Class,California,Phones,6,6,0.2,1,32,0.088,7,370,484,369.54
Technology,Waterbury,United States,Dean percer,16/9/2014,CA-2014-139822,6708,Micro Innovations Wireless Classic Keyboard with Mouse,East,Home Office,22/9/2014,Standard Class,Connecticut,Accessories,6,6,0,1,11,0.18,2,60,79,59.98
Office Supplies,Inglewood,United States,Barry Blumstein,17/9/2014,CA-2014-118136,90301,Newell 330,West,Corporate,18/9/2014,First Class,California,Art,1,1,0,1,2,0.26,1,6,8,5.98
Office Supplies,Inglewood,United States,Barry Blumstein,17/9/2014,CA-2014-118136,90301,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",West,Corporate,18/9/2014,First Class,California,Paper,1,1,0,1,4,0.46,2,9,12,8.82
Furniture,Philadelphia,United States,Adam Shillingsburg,17/9/2014,CA-2014-136448,19143,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",East,Consumer,19/9/2014,First Class,Pennsylvania,Furnishings,2,1,0.2,1,2,0.1,3,23,29,22.51
Office Supplies,Philadelphia,United States,Adam Shillingsburg,17/9/2014,CA-2014-136448,19143,Binder Posts,East,Consumer,19/9/2014,First Class,Pennsylvania,Binders,2,1,0.7,1,-3,-0.8,2,3,5,3.44
Office Supplies,Philadelphia,United States,Adam Shillingsburg,17/9/2014,CA-2014-136448,19143,GBC DocuBind TL300 Electric Binding System,East,Consumer,19/9/2014,First Class,Pennsylvania,Binders,2,1,0.7,1,-413,-0.767,2,538,705,538.19
Office Supplies,Philadelphia,United States,Evan Henry,17/9/2014,CA-2014-112984,19143,Xerox 1927,East,Consumer,19/9/2014,Second Class,Pennsylvania,Paper,2,3,0.2,1,6,0.313,6,21,27,20.54
Technology,Philadelphia,United States,Adam Shillingsburg,17/9/2014,CA-2014-136448,19143,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,East,Consumer,19/9/2014,First Class,Pennsylvania,Accessories,2,1,0.2,1,14,0.3,2,48,63,47.98
Technology,Philadelphia,United States,Adam Shillingsburg,17/9/2014,CA-2014-136448,19143,Logitech Trackman Marble Mouse,East,Consumer,19/9/2014,First Class,Pennsylvania,Accessories,2,1,0.2,1,20,0.275,3,72,94,71.98
Technology,Florence,United States,Craig Leslie,17/9/2014,CA-2014-141446,41042,KeyTronic E03601U1 - Keyboard - Beige,South,Home Office,19/9/2014,Second Class,Kentucky,Accessories,2,3,0,1,3,0.18,1,18,24,18
